"","quest","STATE","answer","n","region"
"2831","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","NJ","catty-corner ",676,"new jersey"
"2832","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","NM","kitty-corner ",82,"new mexico"
"2833","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","NV","kitty-corner ",65,"nevada"
"2834","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","NY","kitty-corner ",1690,"new york"
"2835","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","OH","catty-corner ",829,"ohio"
"2836","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","OK","catty-corner ",237,"oklahoma"
"2837","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","OR","kitty-corner ",389,"oregon"
"2838","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","PA","catty-corner ",1411,"pennsylvania"
"2839","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","RI","kitty-corner ",97,"rhode island"
"2840","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","SC","catty-corner ",154,"south carolina"
"2841","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","SD","kitty-corner ",255,"south dakota"
"2842","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","TN","catty-corner ",313,"tennessee"
"2843","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","TX","catty-corner ",1432,"texas"
"2844","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","UT","kitty-corner ",235,"utah"
"2845","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","VA","catty-corner ",572,"virginia"
"2846","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","VT","kitty-corner ",94,"vermont"
"2847","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","WA","kitty-corner ",1497,"washington"
"2848","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","WI","kitty-corner ",1183,"wisconsin"
"2849","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","WV","catty-corner ",123,"west virginia"
"2850","What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?","WY","kitty-corner ",62,"wyoming"
"2851","What word do you use for gawking at someone in a lustful way?","AK","ogle ",33,"alaska"
"2852","What word do you use for gawking at someone in a lustful way?","AL","ogle ",184,"alabama"
"2853","What word do you use for gawking at someone in a lustful way?","AR","ogle ",88,"arkansas"
"2854","What word do you use for gawking at someone in a lustful way?","AZ","ogle ",155,"arizona"
"2855","What word do you use for gawking at someone in a lustful way?","CA","ogle ",1461,"california"
"2856","What word do you use for gawking at someone in a lustful way?","CO","ogle ",195,"colorado"
"2857","What word do you use for gawking at someone in a lustful way?","CT","ogle ",462,"connecticut"
"2858","What word do you use for gawking at someone in a lustful way?","DE","ogle ",46,"delaware"
"2859","What word do you use for gawking at someone in a lustful way?","FL","ogle ",477,"florida"
"2860","What word do you use for gawking at someone in a lustful way?","GA","ogle ",256,"georgia"
"2861","What word do you use for gawking at someone in a lustful way?","HI","ogle ",46,"hawaii"
"2862","What word do you use for gawking at someone in a lustful way?","IA","ogle ",346,"iowa"
"2863","What word do you use for gawking at someone in a lustful way?","ID","ogle ",81,"idaho"
"2864","What word do you use for gawking at someone in a lustful way?","IL","ogle ",1138,"illinois"
"2865","What word do you use for gawking at someone in a lustful way?","IN","ogle ",566,"indiana"
"2866","What word do you use for gawking at someone in a lustful way?","KS","ogle ",471,"kansas"
"2867","What word do you use for gawking at someone in a lustful way?","KY","ogle ",210,"kentucky"
"2868","What word do you use for gawking at someone in a lustful way?","LA","ogle ",193,"louisiana"
"2869","What word do you use for gawking at someone in a lustful way?","MA","ogle ",734,"massachusetts"
"2870","What word do you use for gawking at someone in a lustful way?","MD","ogle ",324,"maryland"
"2871","What word do you use for gawking at someone in a lustful way?","ME","ogle ",90,"maine"
"2872","What word do you use for gawking at someone in a lustful way?","MI","ogle ",776,"michigan"
"2873","What word do you use for gawking at someone in a lustful way?","MN","ogle ",444,"minnesota"
"2874","What word do you use for gawking at someone in a lustful way?","MO","ogle ",738,"missouri"
"2875","What word do you use for gawking at someone in a lustful way?","MS","ogle ",76,"mississippi"
"2876","What word do you use for gawking at someone in a lustful way?","MT","ogle ",160,"montana"
"2877","What word do you use for gawking at someone in a lustful way?","NC","ogle ",278,"north carolina"
"2878","What word do you use for gawking at someone in a lustful way?","ND","ogle ",63,"north dakota"
"2879","What word do you use for gawking at someone in a lustful way?","NE","ogle ",134,"nebraska"
"2880","What word do you use for gawking at someone in a lustful way?","NH","ogle ",104,"new hampshire"
"2881","What word do you use for gawking at someone in a lustful way?","NJ","ogle ",659,"new jersey"
"2882","What word do you use for gawking at someone in a lustful way?","NM","ogle ",81,"new mexico"
"2883","What word do you use for gawking at someone in a lustful way?","NV","ogle ",39,"nevada"
"2884","What word do you use for gawking at someone in a lustful way?","NY","ogle ",1572,"new york"
"2885","What word do you use for gawking at someone in a lustful way?","OH","ogle ",718,"ohio"
"2886","What word do you use for gawking at someone in a lustful way?","OK","ogle ",183,"oklahoma"
"2887","What word do you use for gawking at someone in a lustful way?","OR","ogle ",236,"oregon"
"2888","What word do you use for gawking at someone in a lustful way?","PA","ogle ",1018,"pennsylvania"
"2889","What word do you use for gawking at someone in a lustful way?","RI","ogle ",71,"rhode island"
"2890","What word do you use for gawking at someone in a lustful way?","SC","ogle ",127,"south carolina"
"2891","What word do you use for gawking at someone in a lustful way?","SD","ogle ",85,"south dakota"
"2892","What word do you use for gawking at someone in a lustful way?","TN","ogle ",240,"tennessee"
"2893","What word do you use for gawking at someone in a lustful way?","TX","ogle ",974,"texas"
"2894","What word do you use for gawking at someone in a lustful way?","UT","ogle ",114,"utah"
"2895","What word do you use for gawking at someone in a lustful way?","VA","ogle ",485,"virginia"
"2896","What word do you use for gawking at someone in a lustful way?","VT","ogle ",55,"vermont"
"2897","What word do you use for gawking at someone in a lustful way?","WA","ogle ",707,"washington"
"2898","What word do you use for gawking at someone in a lustful way?","WI","ogle ",502,"wisconsin"
"2899","What word do you use for gawking at someone in a lustful way?","WV","ogle ",86,"west virginia"
"2900","What word do you use for gawking at someone in a lustful way?","WY","ogle ",31,"wyoming"
"2901","What word(s) do you use to address a group of two or more people?","AK","you guys",53,"alaska"
"2902","What word(s) do you use to address a group of two or more people?","AL","y'all ",229,"alabama"
"2903","What word(s) do you use to address a group of two or more people?","AR","y'all ",116,"arkansas"
"2904","What word(s) do you use to address a group of two or more people?","AZ","you guys",173,"arizona"
"2905","What word(s) do you use to address a group of two or more people?","CA","you guys",1839,"california"
"2906","What word(s) do you use to address a group of two or more people?","CO","you guys",296,"colorado"
"2907","What word(s) do you use to address a group of two or more people?","CT","you guys",464,"connecticut"
"2908","What word(s) do you use to address a group of two or more people?","DE","you guys",32,"delaware"
"2909","What word(s) do you use to address a group of two or more people?","FL","y'all ",418,"florida"
"2910","What word(s) do you use to address a group of two or more people?","GA","y'all ",361,"georgia"
"2911","What word(s) do you use to address a group of two or more people?","HI","you guys",65,"hawaii"
"2912","What word(s) do you use to address a group of two or more people?","IA","you guys",514,"iowa"
"2913","What word(s) do you use to address a group of two or more people?","ID","you guys",127,"idaho"
"2914","What word(s) do you use to address a group of two or more people?","IL","you guys",1153,"illinois"
"2915","What word(s) do you use to address a group of two or more people?","IN","you guys",621,"indiana"
"2916","What word(s) do you use to address a group of two or more people?","KS","you guys",696,"kansas"
"2917","What word(s) do you use to address a group of two or more people?","KY","you all",184,"kentucky"
"2918","What word(s) do you use to address a group of two or more people?","LA","y'all ",328,"louisiana"
"2919","What word(s) do you use to address a group of two or more people?","MA","you guys",742,"massachusetts"
"2920","What word(s) do you use to address a group of two or more people?","MD","you guys",287,"maryland"
"2921","What word(s) do you use to address a group of two or more people?","ME","you guys",85,"maine"
"2922","What word(s) do you use to address a group of two or more people?","MI","you guys",1021,"michigan"
"2923","What word(s) do you use to address a group of two or more people?","MN","you guys",702,"minnesota"
"2924","What word(s) do you use to address a group of two or more people?","MO","you guys",810,"missouri"
"2925","What word(s) do you use to address a group of two or more people?","MS","y'all ",152,"mississippi"
"2926","What word(s) do you use to address a group of two or more people?","MT","you guys",201,"montana"
"2927","What word(s) do you use to address a group of two or more people?","NC","y'all ",355,"north carolina"
"2928","What word(s) do you use to address a group of two or more people?","ND","you guys",122,"north dakota"
"2929","What word(s) do you use to address a group of two or more people?","NE","you guys",150,"nebraska"
"2930","What word(s) do you use to address a group of two or more people?","NH","you guys",108,"new hampshire"
"2931","What word(s) do you use to address a group of two or more people?","NJ","you guys",698,"new jersey"
"2932","What word(s) do you use to address a group of two or more people?","NM","you guys",77,"new mexico"
"2933","What word(s) do you use to address a group of two or more people?","NV","you guys",61,"nevada"
"2934","What word(s) do you use to address a group of two or more people?","NY","you guys",1504,"new york"
"2935","What word(s) do you use to address a group of two or more people?","OH","you guys",918,"ohio"
"2936","What word(s) do you use to address a group of two or more people?","OK","y'all ",151,"oklahoma"
"2937","What word(s) do you use to address a group of two or more people?","OR","you guys",293,"oregon"
"2938","What word(s) do you use to address a group of two or more people?","PA","you guys",1054,"pennsylvania"
"2939","What word(s) do you use to address a group of two or more people?","RI","you",74,"rhode island"
"2940","What word(s) do you use to address a group of two or more people?","SC","y'all ",177,"south carolina"
"2941","What word(s) do you use to address a group of two or more people?","SD","you guys",172,"south dakota"
"2942","What word(s) do you use to address a group of two or more people?","TN","y'all ",303,"tennessee"
"2943","What word(s) do you use to address a group of two or more people?","TX","y'all ",1464,"texas"
"2944","What word(s) do you use to address a group of two or more people?","UT","you guys",172,"utah"
"2945","What word(s) do you use to address a group of two or more people?","VA","y'all ",505,"virginia"
"2946","What word(s) do you use to address a group of two or more people?","VT","you guys",74,"vermont"
"2947","What word(s) do you use to address a group of two or more people?","WA","you guys",1012,"washington"
"2948","What word(s) do you use to address a group of two or more people?","WI","you guys",810,"wisconsin"
"2949","What word(s) do you use to address a group of two or more people?","WV","y'all /you all",58,"west virginia"
"2950","What word(s) do you use to address a group of two or more people?","WY","you guys",49,"wyoming"
"2951","When you are cold, and little points of skin begin to come on your arms and legs, you have-","AK","goose bumps",87,"alaska"
"2952","When you are cold, and little points of skin begin to come on your arms and legs, you have-","AL","goose bumps",330,"alabama"
"2953","When you are cold, and little points of skin begin to come on your arms and legs, you have-","AR","goose bumps",180,"arkansas"
"2954","When you are cold, and little points of skin begin to come on your arms and legs, you have-","AZ","goose bumps",336,"arizona"
"2955","When you are cold, and little points of skin begin to come on your arms and legs, you have-","CA","goose bumps",3264,"california"
"2956","When you are cold, and little points of skin begin to come on your arms and legs, you have-","CO","goose bumps",527,"colorado"
"2957","When you are cold, and little points of skin begin to come on your arms and legs, you have-","CT","goose bumps",910,"connecticut"
"2958","When you are cold, and little points of skin begin to come on your arms and legs, you have-","DE","goose bumps",92,"delaware"
"2959","When you are cold, and little points of skin begin to come on your arms and legs, you have-","FL","goose bumps",1119,"florida"
"2960","When you are cold, and little points of skin begin to come on your arms and legs, you have-","GA","goose bumps",593,"georgia"
"2961","When you are cold, and little points of skin begin to come on your arms and legs, you have-","HI","goose bumps",76,"hawaii"
"2962","When you are cold, and little points of skin begin to come on your arms and legs, you have-","IA","goose bumps",866,"iowa"
"2963","When you are cold, and little points of skin begin to come on your arms and legs, you have-","ID","goose bumps",212,"idaho"
"2964","When you are cold, and little points of skin begin to come on your arms and legs, you have-","IL","goose bumps",2294,"illinois"
"2965","When you are cold, and little points of skin begin to come on your arms and legs, you have-","IN","goose bumps",1227,"indiana"
"2966","When you are cold, and little points of skin begin to come on your arms and legs, you have-","KS","goose bumps",1289,"kansas"
"2967","When you are cold, and little points of skin begin to come on your arms and legs, you have-","KY","goose bumps",439,"kentucky"
"2968","When you are cold, and little points of skin begin to come on your arms and legs, you have-","LA","goose bumps",471,"louisiana"
"2969","When you are cold, and little points of skin begin to come on your arms and legs, you have-","MA","goose bumps",1438,"massachusetts"
"2970","When you are cold, and little points of skin begin to come on your arms and legs, you have-","MD","goose bumps",675,"maryland"
"2971","When you are cold, and little points of skin begin to come on your arms and legs, you have-","ME","goose bumps",177,"maine"
"2972","When you are cold, and little points of skin begin to come on your arms and legs, you have-","MI","goose bumps",1788,"michigan"
"2973","When you are cold, and little points of skin begin to come on your arms and legs, you have-","MN","goose bumps",1161,"minnesota"
"2974","When you are cold, and little points of skin begin to come on your arms and legs, you have-","MO","goose bumps",1806,"missouri"
"2975","When you are cold, and little points of skin begin to come on your arms and legs, you have-","MS","goose bumps",170,"mississippi"
"2976","When you are cold, and little points of skin begin to come on your arms and legs, you have-","MT","goose bumps",332,"montana"
"2977","When you are cold, and little points of skin begin to come on your arms and legs, you have-","NC","goose bumps",591,"north carolina"
"2978","When you are cold, and little points of skin begin to come on your arms and legs, you have-","ND","goose bumps",183,"north dakota"
"2979","When you are cold, and little points of skin begin to come on your arms and legs, you have-","NE","goose bumps",293,"nebraska"
"2980","When you are cold, and little points of skin begin to come on your arms and legs, you have-","NH","goose bumps",220,"new hampshire"
"2981","When you are cold, and little points of skin begin to come on your arms and legs, you have-","NJ","goose bumps",1390,"new jersey"
"2982","When you are cold, and little points of skin begin to come on your arms and legs, you have-","NM","goose bumps",176,"new mexico"
"2983","When you are cold, and little points of skin begin to come on your arms and legs, you have-","NV","goose bumps",99,"nevada"
"2984","When you are cold, and little points of skin begin to come on your arms and legs, you have-","NY","goose bumps",3089,"new york"
"2985","When you are cold, and little points of skin begin to come on your arms and legs, you have-","OH","goose bumps",1668,"ohio"
"2986","When you are cold, and little points of skin begin to come on your arms and legs, you have-","OK","goose bumps",355,"oklahoma"
"2987","When you are cold, and little points of skin begin to come on your arms and legs, you have-","OR","goose bumps",509,"oregon"
"2988","When you are cold, and little points of skin begin to come on your arms and legs, you have-","PA","goose bumps",2304,"pennsylvania"
"2989","When you are cold, and little points of skin begin to come on your arms and legs, you have-","RI","goose bumps",165,"rhode island"
"2990","When you are cold, and little points of skin begin to come on your arms and legs, you have-","SC","goose bumps",266,"south carolina"
"2991","When you are cold, and little points of skin begin to come on your arms and legs, you have-","SD","goose bumps",274,"south dakota"
"2992","When you are cold, and little points of skin begin to come on your arms and legs, you have-","TN","goose bumps",524,"tennessee"
"2993","When you are cold, and little points of skin begin to come on your arms and legs, you have-","TX","goose bumps",2354,"texas"
"2994","When you are cold, and little points of skin begin to come on your arms and legs, you have-","UT","goose bumps",284,"utah"
"2995","When you are cold, and little points of skin begin to come on your arms and legs, you have-","VA","goose bumps",1120,"virginia"
"2996","When you are cold, and little points of skin begin to come on your arms and legs, you have-","VT","goose bumps",132,"vermont"
"2997","When you are cold, and little points of skin begin to come on your arms and legs, you have-","WA","goose bumps",1686,"washington"
"2998","When you are cold, and little points of skin begin to come on your arms and legs, you have-","WI","goose bumps",1333,"wisconsin"
"2999","When you are cold, and little points of skin begin to come on your arms and legs, you have-","WV","goose bumps",181,"west virginia"
"3000","When you are cold, and little points of skin begin to come on your arms and legs, you have-","WY","goose bumps",81,"wyoming"
"3001","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","AK","in line",93,"alaska"
"3002","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","AL","in line",384,"alabama"
"3003","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","AR","in line",211,"arkansas"
"3004","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","AZ","in line",343,"arizona"
"3005","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","CA","in line",3422,"california"
"3006","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","CO","in line",542,"colorado"
"3007","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","CT","in line",897,"connecticut"
"3008","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","DE","in line",95,"delaware"
"3009","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","FL","in line",1129,"florida"
"3010","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","GA","in line",637,"georgia"
"3011","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","HI","in line",101,"hawaii"
"3012","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","IA","in line",940,"iowa"
"3013","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","ID","in line",223,"idaho"
"3014","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","IL","in line",2464,"illinois"
"3015","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","IN","in line",1290,"indiana"
"3016","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","KS","in line",1357,"kansas"
"3017","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","KY","in line",492,"kentucky"
"3018","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","LA","in line",501,"louisiana"
"3019","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","MA","in line",1533,"massachusetts"
"3020","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","MD","in line",683,"maryland"
"3021","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","ME","in line",183,"maine"
"3022","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","MI","in line",1891,"michigan"
"3023","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","MN","in line",1248,"minnesota"
"3024","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","MO","in line",1878,"missouri"
"3025","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","MS","in line",221,"mississippi"
"3026","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","MT","in line",356,"montana"
"3027","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","NC","in line",635,"north carolina"
"3028","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","ND","in line",197,"north dakota"
"3029","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","NE","in line",305,"nebraska"
"3030","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","NH","in line",221,"new hampshire"
"3031","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","NJ","in line",1002,"new jersey"
"3032","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","NM","in line",186,"new mexico"
"3033","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","NV","in line",102,"nevada"
"3034","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","NY","in line",2187,"new york"
"3035","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","OH","in line",1771,"ohio"
"3036","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","OK","in line",386,"oklahoma"
"3037","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","OR","in line",531,"oregon"
"3038","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","PA","in line",2419,"pennsylvania"
"3039","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","RI","in line",171,"rhode island"
"3040","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","SC","in line",278,"south carolina"
"3041","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","SD","in line",295,"south dakota"
"3042","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","TN","in line",598,"tennessee"
"3043","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","TX","in line",2456,"texas"
"3044","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","UT","in line",295,"utah"
"3045","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","VA","in line",1165,"virginia"
"3046","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","VT","in line",138,"vermont"
"3047","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","WA","in line",1777,"washington"
"3048","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","WI","in line",1428,"wisconsin"
"3049","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","WV","in line",208,"west virginia"
"3050","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?","WY","in line",89,"wyoming"
"3051","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","AK","garage sale ",60,"alaska"
"3052","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","AL","yard sale ",234,"alabama"
"3053","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","AR","yard sale ",100,"arkansas"
"3054","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","AZ","garage sale ",170,"arizona"
"3055","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","CA","garage sale ",2186,"california"
"3056","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","CO","garage sale ",380,"colorado"
"3057","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","CT","tag sale ",564,"connecticut"
"3058","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","DE","garage sale ",53,"delaware"
"3059","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","FL","garage sale ",694,"florida"
"3060","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","GA","yard sale ",372,"georgia"
"3061","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","HI","garage sale ",58,"hawaii"
"3062","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","IA","garage sale ",675,"iowa"
"3063","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","ID","yard sale ",114,"idaho"
"3064","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","IL","garage sale ",1672,"illinois"
"3065","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","IN","garage sale ",736,"indiana"
"3066","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","KS","garage sale ",1116,"kansas"
"3067","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","KY","yard sale ",346,"kentucky"
"3068","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","LA","garage sale ",365,"louisiana"
"3069","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","MA","yard sale ",982,"massachusetts"
"3070","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","MD","yard sale ",493,"maryland"
"3071","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","ME","yard sale ",131,"maine"
"3072","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","MI","garage sale ",1291,"michigan"
"3073","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","MN","garage sale ",897,"minnesota"
"3074","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","MO","garage sale ",1340,"missouri"
"3075","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","MS","garage sale ",105,"mississippi"
"3076","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","MT","garage sale ",234,"montana"
"3077","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","NC","yard sale ",469,"north carolina"
"3078","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","ND","garage sale ",102,"north dakota"
"3079","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","NE","garage sale ",233,"nebraska"
"3080","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","NH","yard sale ",153,"new hampshire"
"3081","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","NJ","garage sale ",915,"new jersey"
"3082","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","NM","garage sale ",114,"new mexico"
"3083","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","NV","garage sale ",61,"nevada"
"3084","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","NY","garage sale ",1793,"new york"
