Region,State,Metro,County,City|Code
South Guadalupe Trail,Albuquerque,NM,Albuquerque,Bernalillo|08599
Circle G at the Highlands,Gilbert,AZ,Phoenix,Maricopa|08600
Heritage Estates,Nashville,TN,Nashville,Davidson|08601
Forest Knoll North,Mesa,AZ,Phoenix,Maricopa|08602
Villages of Stonegate,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08603
Linden Heights,Des Moines,IA,Des Moines,Polk|08604
Town North Park II,Richardson,TX,Dallas-Fort Worth,Dallas|08605
Devonshire Estates,Mesa,AZ,Phoenix,Maricopa|08606
Hillwood Heights,Nashville,TN,Nashville,Davidson|08607
Fairwold Acres,Columbia,SC,Columbia,Richland|08608
South Cliff,Vancouver,WA,Portland,Clark|08609
Sunridge,Chandler,AZ,Phoenix,Maricopa|08610
Imperial Park Homeowners Association,Clearwater,FL,Tampa,Pinellas|08611
Hampden Ridge,Aurora,CO,Denver,Arapahoe|08612
Dover Crystal,Arlington,VA,Washington,Arlington|08613
Lakeshores,Fort Wayne,IN,Fort Wayne,Allen|08614
Chautauqua Park,Des Moines,IA,Des Moines,Polk|08615
Wildwood North,Jackson,MS,Jackson,Hinds|08616
Cherry Hills,Nashville,TN,Nashville,Davidson|08617
The Valley-Pigsville,Milwaukee,WI,Milwaukee,Milwaukee|08618
Brentnell,Columbus,OH,Columbus,Franklin|08619
Oaktree Park,Gilbert,AZ,Phoenix,Maricopa|08620
Alden Park,Detroit,MI,Detroit,Wayne|08621
Windsong,Bakersfield,CA,Bakersfield,Kern|08622
Eva Mor Heights,Nashville,TN,Nashville,Davidson|08623
Orange Tree,Chandler,AZ,Phoenix,Maricopa|08624
Candlewood,Gilbert,AZ,Phoenix,Maricopa|08625
Playa del Rey,Gilbert,AZ,Phoenix,Maricopa|08626
Hill 'N Brook,Kalamazoo,MI,Kalamazoo,Kalamazoo|08627
Southridge Estates,Tulsa,OK,Tulsa,Tulsa|08628
Park Palisades,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08629
Harrison Acres,Mesa,AZ,Phoenix,Maricopa|08630
New Horizons,Chandler,AZ,Phoenix,Maricopa|08631
Southeast Waynedale,Fort Wayne,IN,Fort Wayne,Allen|08632
Kyrene-Superstition,Tempe,AZ,Phoenix,Maricopa|08633
Brentwood Place,Garland,TX,Dallas-Fort Worth,Dallas|08634
Wildwood West,San Antonio,TX,San Antonio,Bexar|08635
Salerno Ranch,Mesa,AZ,Phoenix,Maricopa|08636
Heatherbrook,Chandler,AZ,Phoenix,Maricopa|08637
Golden Gate,Milwaukee,WI,Milwaukee,Milwaukee|08638
Terrace Drive,Tulsa,OK,Tulsa,Tulsa|08639
West Manor,Atlanta,GA,Atlanta,Fulton|08640
Braun Hollow,San Antonio,TX,San Antonio,Bexar|08641
Menomonee River Parkway,Milwaukee,WI,Milwaukee,Milwaukee|08642
Pleasant Shadows,Mesa,AZ,Phoenix,Maricopa|08643
Bay Aristocrat Village Homeowners Assoc,Clearwater,FL,Tampa,Pinellas|08644
Lofton Woods,Fort Wayne,IN,Fort Wayne,Allen|08645
Oakhurst,Fort Wayne,IN,Fort Wayne,Allen|08646
Chesapeake,Nashville,TN,Nashville,Davidson|08647
Shaheen Estates,Tucson,AZ,Tucson,Pima|08648
Altemesa East,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08649
Rancho de Arboleda,Mesa,AZ,Phoenix,Maricopa|08650
Lyn Rae,Mesa,AZ,Phoenix,Maricopa|08651
Robin Lane,Mesa,AZ,Phoenix,Maricopa|08652
Coliseum Drive,Charlotte,NC,Charlotte,Mecklenburg|08653
First Centerville,Garland,TX,Dallas-Fort Worth,Dallas|08654
Sterling Creek,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08655
Carrington Estates,Richardson,TX,Dallas-Fort Worth,Dallas|08656
Northwood West Homeowners Association,Clearwater,FL,Tampa,Pinellas|08657
Nashboro Woods,Nashville,TN,Nashville,Davidson|08658
Northern Inglewood,Nashville,TN,Nashville,Davidson|08659
Laurel Hill,Des Moines,IA,Des Moines,Polk|08660
Lake Beulah,Lakeland,FL,Lakeland,Polk|08661
Coppertree,Columbus,OH,Columbus,Franklin|08662
Herrs Island,Pittsburgh,PA,Pittsburgh,Allegheny|08663
Las Mariposas,Garland,TX,Dallas-Fort Worth,Dallas|08664
Sheridan Triangle,Town of Madison,WI,Madison,Dane|08665
Highland Park,Columbia,SC,Columbia,Richland|08666
Churchill,Theodore,AL,Mobile,Mobile|08667
Saragossa,Albuquerque,NM,Albuquerque,Bernalillo|08668
Settler's Point,Gilbert,AZ,Phoenix,Maricopa|08669
New Malibu,Orlando,FL,Orlando,Orange|08670
Chelsea Village,Nashville,TN,Nashville,Davidson|08671
Pleasant Acres,Nashville,TN,Nashville,Davidson|08672
Ginter Park Terrace,Richmond,VA,Richmond,Richmond City|08673
Eastland Acres,Tulsa,OK,Tulsa,Tulsa|08674
Taylor Heights,Baltimore,MD,Baltimore,Baltimore City|08675
Burleith-Leighton,Baltimore,MD,Baltimore,Baltimore City|08676
Southgate,Palo Alto,CA,San Jose,Santa Clara|08677
Heritage Hills,Tulsa,OK,Tulsa,Tulsa|08678
Sunburst Farms,Tempe,AZ,Phoenix,Maricopa|08679
Casler Heights,Saint Petersburg,FL,Tampa,Pinellas|08680
Mesa Valley View,Mesa,AZ,Phoenix,Maricopa|08681
Sharon Heights,Tulsa,OK,Tulsa,Tulsa|08682
Vista Alegre,Gilbert,AZ,Phoenix,Maricopa|08683
Creekwood,Fort Wayne,IN,Fort Wayne,Allen|08684
Hibiscus,Orlando,FL,Orlando,Orange|08685
Leavell Woods,Jackson,MS,Jackson,Hinds|08686
Forest Hills North,Columbia,SC,Columbia,Richland|08687
Kristin Manor,Gilbert,AZ,Phoenix,Maricopa|08688
North Meadows,Chandler,AZ,Phoenix,Maricopa|08689
Valley Park Forest,Fort Wayne,IN,Fort Wayne,Allen|08690
Country Valley - Hawthorn Square,Kansas City,MO,Kansas City,Jackson|08691
Walker Ranch,San Antonio,TX,San Antonio,Bexar|08692
Parkview Terrace,Mesa,AZ,Phoenix,Maricopa|08693
Superstition Highlands,Gilbert,AZ,Phoenix,Maricopa|08694
Desert Palms Park,Tucson,AZ,Tucson,Pima|08695
Morningside-Meadows Homeowners Association,Clearwater,FL,Tampa,Pinellas|08696
Wood Glen,Garland,TX,Dallas-Fort Worth,Dallas|08697
Colony by the Green,Mesa,AZ,Phoenix,Maricopa|08698
Heatherridge,Tulsa,OK,Tulsa,Tulsa|08699
The Park at Deerfield,San Antonio,TX,San Antonio,Bexar|08700
Lake Weldona,Orlando,FL,Orlando,Orange|08701
Goldcrest,Olympia,WA,Olympia,Thurston|08702
Trinity Hills,Nashville,TN,Nashville,Davidson|08703
Pepperwood,Chandler,AZ,Phoenix,Maricopa|08704
Grovewood Homeowners Association,Clearwater,FL,Tampa,Pinellas|08705
Trailwood,Nashville,TN,Nashville,Davidson|08706
Martinque,Gilbert,AZ,Phoenix,Maricopa|08707
Cypress Bend Homeowners Association,Clearwater,FL,Tampa,Pinellas|08708
Hampton Ridge,Columbia,SC,Columbia,Richland|08709
Plaza Vieja,Albuquerque,NM,Albuquerque,Bernalillo|08710
Edgewater,South Bend,IN,South Bend,Saint Joseph|08711
York Road,Charlotte,NC,Charlotte,Mecklenburg|08712
Kirtland Community,Albuquerque,NM,Albuquerque,Bernalillo|08713
Oriole Park,Columbus,OH,Columbus,Franklin|08714
Northwest Park,San Antonio,TX,San Antonio,Bexar|08715
Memorial Park,Atlanta,GA,Atlanta,Fulton|08716
Beasley,Tampa,FL,Tampa,Hillsborough|08717
Cottonwood Manor,Tucson,AZ,Tucson,Pima|08718
Mission Tierra,Chandler,AZ,Phoenix,Maricopa|08719
Historic Heathwood,Columbia,SC,Columbia,Richland|08720
Gilbert Homes,Gilbert,AZ,Phoenix,Maricopa|08721
Hopewell,Nashville,TN,Nashville,Davidson|08722
Ludwig Park,Fort Wayne,IN,Fort Wayne,Allen|08723
Glenn Heights,Tucson,AZ,Tucson,Pima|08724
Cherokee Park,Sarasota,FL,Sarasota,Sarasota|08725
Glen Oaks Estates,Sarasota,FL,Sarasota,Sarasota|08726
Garden Hills,Mesa,AZ,Phoenix,Maricopa|08727
Forest Park Golf Course,Baltimore,MD,Baltimore,Baltimore City|08728
Kenmore,Nashville,TN,Nashville,Davidson|08729
Villa de Paza,Albuquerque,NM,Albuquerque,Bernalillo|08730
Valley Grove,Nashville,TN,Nashville,Davidson|08731
Oak Bluff,San Antonio,TX,San Antonio,Bexar|08732
Concord Hills,Fort Wayne,IN,Fort Wayne,Allen|08733
Rudisill-Plaza,Fort Wayne,IN,Fort Wayne,Allen|08734
Summerfield,Gilbert,AZ,Phoenix,Maricopa|08735
Stone Valley,San Antonio,TX,San Antonio,Bexar|08736
Elm Hill Acres,Nashville,TN,Nashville,Davidson|08737
West Lakes,Fort Wayne,IN,Fort Wayne,Allen|08738
Crystal Lake,Garland,TX,Dallas-Fort Worth,Dallas|08739
Templeton Place,Gilbert,AZ,Phoenix,Maricopa|08740
Gilburr Estates,Mesa,AZ,Phoenix,Maricopa|08741
Charlene Estates,Tulsa,OK,Tulsa,Tulsa|08742
Ashland,Mesa,AZ,Phoenix,Maricopa|08743
Vedado,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach|08744
Oakland Heights,San Antonio,TX,San Antonio,Bexar|08745
Winterfield,Fort Wayne,IN,Fort Wayne,Allen|08746
Marlborough Square,Richardson,TX,Dallas-Fort Worth,Dallas|08747
Woller Creek,San Antonio,TX,San Antonio,Bexar|08748
Morning Ridge,Gilbert,AZ,Phoenix,Maricopa|08749
Hampton South,Tulsa,OK,Tulsa,Tulsa|08750
Westmoor Park,Fort Wayne,IN,Fort Wayne,Allen|08751
Preston Hollow,San Antonio,TX,San Antonio,Bexar|08752
Porter Heights,Nashville,TN,Nashville,Davidson|08753
Regency Meadow,San Antonio,TX,San Antonio,Bexar|08754
Springwood,Torrance,CA,Los Angeles,Los Angeles|08755
River Drive,Nashville,TN,Nashville,Davidson|08756
Meadowbrook Forest,Atlanta,GA,Atlanta,Fulton|08757
Winsor Park Homeowners Association,Clearwater,FL,Tampa,Pinellas|08758
Emerson Manor,Mesa,AZ,Phoenix,Maricopa|08759
Breckenridge Manor,Gilbert,AZ,Phoenix,Maricopa|08760
Westfield,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach|08761
Eldrado Hills,Fort Wayne,IN,Fort Wayne,Allen|08762
Merritt Downs,Nashville,TN,Nashville,Davidson|08763
Pineridge,Chandler,AZ,Phoenix,Maricopa|08764
Village by the Creek Neighborhood Org.,Nashville,TN,Nashville,Davidson|08765
Springfield,Fort Wayne,IN,Fort Wayne,Allen|08766
Willowbank,Davis,CA,Sacramento,Yolo|08767
Wheatridge,Fort Wayne,IN,Fort Wayne,Allen|08768
Briar Glen,Atlanta,GA,Atlanta,Fulton|08769
Knights Bridge Estates,Richardson,TX,Dallas-Fort Worth,Dallas|08770
Superstition Meadows,Gilbert,AZ,Phoenix,Maricopa|08771
Park Manor,Chandler,AZ,Phoenix,Maricopa|08772
Bittersweet Lakes,Fort Wayne,IN,Fort Wayne,Allen|08773
Green Forest Acres,Atlanta,GA,Atlanta,Fulton|08774
Mountainview Homesowners,Nashville,TN,Nashville,Davidson|08775
University Place,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08776
Chandlers Landing,Fort Wayne,IN,Fort Wayne,Allen|08777
Avondale,Sarasota,FL,Sarasota,Sarasota|08778
Kresson,Baltimore,MD,Baltimore,Baltimore City|08779
Tristan,Chandler,AZ,Phoenix,Maricopa|08780
Cobblestone,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08781
Morningside Terrace,Fort Wayne,IN,Fort Wayne,Allen|08782
Park Hill,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08783
Castille,Chandler,AZ,Phoenix,Maricopa|08784
Coors Trail,Albuquerque,NM,Albuquerque,Bernalillo|08785
Dugger Heights,Nashville,TN,Nashville,Davidson|08786
McAfee Heights,Mesa,AZ,Phoenix,Maricopa|08787
Lortondale,Tulsa,OK,Tulsa,Tulsa|08788
Forest Glen,Boulder,CO,Boulder,Boulder|08789
Lincolnshire Community,Fort Wayne,IN,Fort Wayne,Allen|08790
Summerfield South,Tulsa,OK,Tulsa,Tulsa|08791
Oakbrook Village,Columbia,SC,Columbia,Richland|08792
Lake Ridge,Sarasota,FL,Sarasota,Sarasota|08793
Quail Creek,San Antonio,TX,San Antonio,Bexar|08794
Landmark-Countryside Homeowners Assoc,Clearwater,FL,Tampa,Pinellas|08795
Poinsettia Park,Sarasota,FL,Sarasota,Sarasota|08796
Montecito,Mesa,AZ,Phoenix,Maricopa|08797
Battlefield,Nashville,TN,Nashville,Davidson|08798
College Park,Gilbert,AZ,Phoenix,Maricopa|08799
Southern Woods Estates,Tulsa,OK,Tulsa,Tulsa|08800
Devon Park,Nashville,TN,Nashville,Davidson|08801
Trails,Garland,TX,Dallas-Fort Worth,Dallas|08802
The Heights at Stone Oak II,San Antonio,TX,San Antonio,Bexar|08803
Town Park Estates,Nashville,TN,Nashville,Davidson|08804
East Lake,Nashville,TN,Nashville,Davidson|08805
Chandler Ranch,Chandler,AZ,Phoenix,Maricopa|08806
Crownhill Park,San Antonio,TX,San Antonio,Bexar|08807
Martin-Hickman,Des Moines,IA,Des Moines,Polk|08808
Camelot Park,Tulsa,OK,Tulsa,Tulsa|08809
Brentwood,Atlanta,GA,Atlanta,Fulton|08810
Ben Hill Pines,Atlanta,GA,Atlanta,Fulton|08811
Brentwood Estates,Clearwater,FL,Tampa,Pinellas|08812
Blanco Woods,San Antonio,TX,San Antonio,Bexar|08813
Esquire Village,Gilbert,AZ,Phoenix,Maricopa|08814
South Flagler Drive,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach|08815
Eagle Creek,Fort Wayne,IN,Fort Wayne,Allen|08816
Windsor Forest,Jackson,MS,Jackson,Hinds|08817
Mission Manor at Ray Ranch,Chandler,AZ,Phoenix,Maricopa|08818
Melody View,Milwaukee,WI,Milwaukee,Milwaukee|08819
Hemmington,Nashville,TN,Nashville,Davidson|08820
Hickory Glen,Fort Wayne,IN,Fort Wayne,Allen|08821
Stoneridge,El Paso,TX,El Paso,El Paso|08822
Scenic Shores,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08823
Mendota Hills,Town of Madison,WI,Madison,Dane|08824
Breckinridge Farms,Richardson,TX,Dallas-Fort Worth,Dallas|08825
Whitewing At Wiehl Estates,Gilbert,AZ,Phoenix,Maricopa|08826
Eldorado Hills,Fort Wayne,IN,Fort Wayne,Allen|08827
Lakeridge,Nashville,TN,Nashville,Davidson|08828
Sunnycrest,Chandler,AZ,Phoenix,Maricopa|08829
Hampton Village,Fort Wayne,IN,Fort Wayne,Allen|08830
Woodland Villas Condominium Association,Clearwater,FL,Tampa,Pinellas|08831
Sierra Springs,Gilbert,AZ,Phoenix,Maricopa|08832
Lindsey Place,San Antonio,TX,San Antonio,Bexar|08833
Dellcrest Forrest,San Antonio,TX,San Antonio,Bexar|08834
Beechwood,Sarasota,FL,Sarasota,Sarasota|08835
Pueblo,Torrance,CA,Los Angeles,Los Angeles|08836
La Vida Serena Estates,Gilbert,AZ,Phoenix,Maricopa|08837
Canyon Creek Bluffs,San Antonio,TX,San Antonio,Bexar|08838
San Antonio St. James Place,San Antonio,TX,San Antonio,Bexar|08839
Picket Place,Garland,TX,Dallas-Fort Worth,Dallas|08840
San Remo,Sarasota,FL,Sarasota,Sarasota|08841
Salt Valley View,Lincoln,NE,Lincoln,Lancaster|08842
Chateau Valley,Nashville,TN,Nashville,Davidson|08843
Greenwood Glen,Mesa,AZ,Phoenix,Maricopa|08844
Stone Oak Meadows,San Antonio,TX,San Antonio,Bexar|08845
Brookside Woods,Nashville,TN,Nashville,Davidson|08846
Lipscomb Heights,Nashville,TN,Nashville,Davidson|08847
Greenfield Park,Gilbert,AZ,Phoenix,Maricopa|08848
Brentwood Villa,Nashville,TN,Nashville,Davidson|08849
The Fairways at Firewheel,Garland,TX,Dallas-Fort Worth,Dallas|08850
Sandpiper West,Little Rock,AR,Little Rock,Pulaski|08851
Gardens at Brookhollow,San Antonio,TX,San Antonio,Bexar|08852
Lake Maggiore Park,Saint Petersburg,FL,Tampa,Pinellas|08853
Shannonside,Fort Wayne,IN,Fort Wayne,Allen|08854
Whispering Woods,Fort Wayne,IN,Fort Wayne,Allen|08855
New Hope Estates,Nashville,TN,Nashville,Davidson|08856
Lofts of Palm Aire Village,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward|08857
Timber Ln - Woodleigh,Nashville,TN,Nashville,Davidson|08858
Northbrook,Fort Wayne,IN,Fort Wayne,Allen|08859
Sheridan Heights,Tulsa,OK,Tulsa,Tulsa|08860
Haralson Estates,Orlando,FL,Orlando,Orange|08861
Stone Oak Parke,San Antonio,TX,San Antonio,Bexar|08862
Woodland View Park I,Tulsa,OK,Tulsa,Tulsa|08863
Hampton Hills,Columbia,SC,Columbia,Richland|08864
Edgewater Beach,Lakeland,FL,Lakeland,Polk|08865
Waterfall Crossing,Richardson,TX,Dallas-Fort Worth,Dallas|08866
Cabb Island,Columbia,SC,Columbia,Richland|08867
Brittany Place,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08868
Belair-Parkside,Baltimore,MD,Baltimore,Baltimore City|08869
Ridgewood - Monticello,Columbia,SC,Columbia,Richland|08870
Mill Ridge Place,Fort Wayne,IN,Fort Wayne,Allen|08871
Eastlawn,Nashville,TN,Nashville,Davidson|08872
Golden Acres,Columbia,SC,Columbia,Richland|08873
Farview,Nashville,TN,Nashville,Davidson|08874
Roxborough,Nashville,TN,Nashville,Davidson|08875
Silver Ridge,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08876
Newfield,Fort Wayne,IN,Fort Wayne,Allen|08877
Star island,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade|08878
Knoell Gardens,Tempe,AZ,Phoenix,Maricopa|08879
Thunder Mountain,Mesa,AZ,Phoenix,Maricopa|08880
North Pointe Woods,Fort Wayne,IN,Fort Wayne,Allen|08881
San Savino,Gilbert,AZ,Phoenix,Maricopa|08882
Ridgewood by Shea Homes,Gilbert,AZ,Phoenix,Maricopa|08883
Sierra Estates,Mesa,AZ,Phoenix,Maricopa|08884
Village of Ashlawn,Nashville,TN,Nashville,Davidson|08885
Hermosa Vista Flood,Mesa,AZ,Phoenix,Maricopa|08886
Braden Park,Tulsa,OK,Tulsa,Tulsa|08887
New Coeln,Milwaukee,WI,Milwaukee,Milwaukee|08888
Northwest Lima Woods,Fort Wayne,IN,Fort Wayne,Allen|08889
Pecan Valley Heights-Pecan Valley,San Antonio,TX,San Antonio,Bexar|08890
Adelanto,Tucson,AZ,Tucson,Pima|08891
Jefferson Pines,Sarasota,FL,Sarasota,Sarasota|08892
Still Spring Hollow,Nashville,TN,Nashville,Davidson|08893
Inglewood Court United,Nashville,TN,Nashville,Davidson|08894
Waterview at Enchanted Bay,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08895
Delaware Pointe,Tulsa,OK,Tulsa,Tulsa|08896
Walden Woods,Nashville,TN,Nashville,Davidson|08897
Peterson Park,Tempe,AZ,Phoenix,Maricopa|08898
Encino Creek,San Antonio,TX,San Antonio,Bexar|08899
Oaks of Stoney Creek,Garland,TX,Dallas-Fort Worth,Dallas|08900
Clairmont,Nashville,TN,Nashville,Davidson|08901
Silverbell Terrace,Tucson,AZ,Tucson,Pima|08902
The Landing,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08903
Barres Cove,Nashville,TN,Nashville,Davidson|08904
Deer Lake,Nashville,TN,Nashville,Davidson|08905
Apple Valley,Nashville,TN,Nashville,Davidson|08906
Terraces at Brentwood,Nashville,TN,Nashville,Davidson|08907
Village of Cherry Glen,Nashville,TN,Nashville,Davidson|08908
Westchase Condos,Nashville,TN,Nashville,Davidson|08909
Richmond Hill,Town of Madison,WI,Madison,Dane|08910
Raintree Village Condominium Association,Clearwater,FL,Tampa,Pinellas|08911
Westchase - Charlotte,Nashville,TN,Nashville,Davidson|08912
Sun North Estates,Albuquerque,NM,Albuquerque,Bernalillo|08913
Maplewood,Renton,WA,Seattle,King|08914
Belle Haven,Menlo Park,CA,San Francisco,San Mateo|08915
Menlo Oaks,Menlo Park,CA,San Francisco,San Mateo|08916
Palm Beach Isles,Riviera Beach,FL,Miami-Fort Lauderdale,Palm Beach|08917
West Greenville,Greenville,SC,Greenville,Greenville|08918
Pine Forest,Menlo Park,CA,San Francisco,San Mateo|08919
Orchards,Renton,WA,Seattle,King|08920
LaCrosse,Renton,WA,Seattle,King|08921
El Macero Estates,Davis,CA,Sacramento,Yolo|08922
Payne-Logan,Greenville,SC,Greenville,Greenville|08923
Heather Downs,Renton,WA,Seattle,King|08924
Summerwind,Renton,WA,Seattle,King|08925
Springtree,Renton,WA,Seattle,King|08926
Highbury Park,Renton,WA,Seattle,King|08927
Greater Sullivan,Greenville,SC,Greenville,Greenville|08928
Viola Street,Greenville,SC,Greenville,Greenville|08929
Greenline - Spartanburg,Greenville,SC,Greenville,Greenville|08930
Library District,San Marino,CA,Los Angeles,Los Angeles|08931
Stirling Commercial,Hollywood,FL,Miami-Fort Lauderdale,Broward|08932
Stanford Weekend Acres,Menlo Park,CA,San Francisco,San Mateo|08933
Allied Arts,Menlo Park,CA,San Francisco,San Mateo|08934
Lorelei Manor,Menlo Park,CA,San Francisco,San Mateo|08935
Linfield Oaks,Menlo Park,CA,San Francisco,San Mateo|08936
Vintage Oaks,Menlo Park,CA,San Francisco,San Mateo|08937
Cornerstone Village,Santa Ana,CA,Los Angeles,Orange|08938
W MU-KRPH,Kalamazoo,MI,Kalamazoo,Kalamazoo|08939
Strong,Rochester,NY,Rochester,Monroe|08940
US Navy Little Creek Amphibious Base,Virginia Beach,VA,Virginia Beach,Virginia Beach City|08941
33rd St. Industrial,Orlando,FL,Orlando,Orange|08942
Oakridge Terrace,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08943
North Industrial Area,Mobile,AL,Mobile,Mobile|08944
Princeton-Silver Star,Orlando,FL,Orlando,Orange|08945
Near Eastside,Syracuse,NY,Syracuse,Onondaga|08946
Near North Riverfront,Saint Louis,MO,St. Louis,Saint Louis City|08947
University of Richmond,Richmond,VA,Richmond,Richmond City|08948
Saint Elizabeths,Washington,DC,Washington,District of Columbia|08949
Southwest Federal Center,Washington,DC,Washington,District of Columbia|08950
Skytop-South Campus,Syracuse,NY,Syracuse,Onondaga|08951
Balboa Park,San Diego,CA,San Diego,San Diego|08952
North Granville,Milwaukee,WI,Milwaukee,Milwaukee|08953
Pleasant Plains,Washington,DC,Washington,District of Columbia|08954
Hawthorne,Oakland,CA,San Francisco,Alameda|08955
French Court,Santa Ana,CA,Los Angeles,Orange|08956
San Pasqual,San Diego,CA,San Diego,San Diego|08957
Mosby,Richmond,VA,Richmond,Richmond City|08958
Woodlands,Washington,DC,Washington,District of Columbia|08959
Santa Ana Triangle,Santa Ana,CA,Los Angeles,Orange|08960
West Beach,Santa Barbara,CA,Santa Barbara,Santa Barbara|08961
Hopkins Bayview,Baltimore,MD,Baltimore,Baltimore City|08962
Tally's Corner,Chicago,IL,Chicago,Cook|08963
East Industrial Complex,Irvine,CA,Los Angeles,Orange|08964
Panoramic Hill,Oakland,CA,San Francisco,Alameda|08965
Northrop,Richmond,VA,Richmond,Richmond City|08966
Yesler Terrace,Seattle,WA,Seattle,King|08967
Fort Wadsworth,New York,NY,New York,Richmond|08968
Long Wharf,New Haven,CT,New Haven,New Haven|08969
Fairmeadow,Palo Alto,CA,San Jose,Santa Clara|08970
Mitchell Field,Milwaukee,WI,Milwaukee,Milwaukee|08971
Wilson Heights,Charlotte,NC,Charlotte,Mecklenburg|08972
Arlington,Mobile,AL,Mobile,Mobile|08973
Lake Crest,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08974
Hillside,Milwaukee,WI,Milwaukee,Milwaukee|08975
Charlotte Douglas International Airport,Charlotte,NC,Charlotte,Mecklenburg|08976
Sursum Corda Cooperative,Washington,DC,Washington,District of Columbia|08977
Eastern State Hospital,Lexington,KY,Lexington,Fayette|08978
Southland Terrace,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08979
Stoney Ridge,Dayton,OH,Dayton,Montgomery|08980
Lower Price Hill,Cincinnati,OH,Cincinnati,Hamilton|08981
Mar - Les,Santa Ana,CA,Los Angeles,Orange|08982
Uptown,Augusta,GA,Augusta,Richmond|08983
Cedar Evergreen Co-Op,Santa Ana,CA,Los Angeles,Orange|08984
Hilltop 2,Columbus,OH,Columbus,Franklin|08985
Valley Street,Portland,ME,Portland,Cumberland|08986
Pelham Bay Park,New York,NY,New York,Bronx|08987
Morningside Park,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08988
West Grove Valley,Santa Ana,CA,Los Angeles,Orange|08989
Bates,Mobile,AL,Mobile,Mobile|08990
Amphitheater and Water Park,Chula Vista,CA,San Diego,San Diego|08991
Greenmound,Mobile,AL,Mobile,Mobile|08992
El Dorado Park,Long Beach,CA,Los Angeles,Los Angeles|08993
Dunbar-Broadway,Baltimore,MD,Baltimore,Baltimore City|08994
Chamberlayne Industrial Center,Richmond,VA,Richmond,Richmond City|08995
Bedford Dwellings,Pittsburgh,PA,Pittsburgh,Allegheny|08996
South Meadows,Hartford,CT,Hartford,Hartford|08997
Northview Heights,Pittsburgh,PA,Pittsburgh,Allegheny|08998
Shaw Clarke,Fort Worth,TX,Dallas-Fort Worth,Tarrant|08999
Broad Rock Industrial Park,Richmond,VA,Richmond,Richmond City|09000
Industrial Valley,Cleveland,OH,Cleveland,Cuyahoga|09001
Washington Shores,Orlando,FL,Orlando,Orange|09002
West Blvd,Charlotte,NC,Charlotte,Mecklenburg|09003
Monica Park Heights,Garland,TX,Dallas-Fort Worth,Dallas|09004
Airport,Naples,FL,Naples,Collier|09005
Levindale,Baltimore,MD,Baltimore,Baltimore City|09006
Milpas,Santa Barbara,CA,Santa Barbara,Santa Barbara|09007
Sycamore South,Davis,CA,Sacramento,Yolo|09008
Foxcroft Heights,Arlington,VA,Washington,Arlington|09009
Orangeville,Baltimore,MD,Baltimore,Baltimore City|09010
Senda Nueva,Davis,CA,Sacramento,Yolo|09011
Mountain View Cemetery,Oakland,CA,San Francisco,Alameda|09012
Tillman,Mobile,AL,Mobile,Mobile|09013
Mayfair Park,Madison,WI,Madison,Dane|09014
Elysian Park,Los Angeles,CA,Los Angeles,Los Angeles|09015
Brooklyn,Jacksonville,FL,Jacksonville,Duval|09016
South Franklinton,Columbus,OH,Columbus,Franklin|09017
Salt Springs,Youngstown,OH,Youngstown,Mahoning|09018
Brentwood Village,Madison,WI,Madison,Dane|09019
Fischer Dev,New Orleans,LA,New Orleans,Orleans|09020
Marble Estates,Torrance,CA,Los Angeles,Los Angeles|09021
Forest Park,Detroit,MI,Detroit,Wayne|09022
Wyndhurst,Baltimore,MD,Baltimore,Baltimore City|09023
Booker Washington Heights,Columbia,SC,Columbia,Richland|09024
Red Creek,Semmes,AL,Mobile,Mobile|09025
Sunrise,Long Beach,CA,Los Angeles,Los Angeles|09026
Kenilworth,Washington,DC,Washington,District of Columbia|09027
Blythewood,Baltimore,MD,Baltimore,Baltimore City|09028
Milwaukie Business-Indust,Milwaukie,OR,Portland,Clackamas|09029
Forest Highlands,Portland,OR,Portland,Multnomah|09030
Autumndale,Mobile,AL,Mobile,Mobile|09031
Brentmoor,Fort Worth,TX,Dallas-Fort Worth,Tarrant|09032
Fairfield,Richmond,VA,Richmond,Richmond City|09033
First Landing State Park,Virginia Beach,VA,Virginia Beach,Virginia Beach City|09034
